Unnamed: 0,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
1869689,2490210,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-057,1,SimplifiedNumeratorQuantity1,13:40.0,13:43.0,13:43.0,13:43.0,1.5,1.5,,1,0,0,1,Calculate_unit_rate,7
1532013,2044926,2486suirv,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-200,1,SimplifiedNumeratorQuantity2,23:24.0,23:28.0,23:28.0,23:28.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,18
1365192,1820846,171FZRaq,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-023,1,SimplifiedNumeratorQuantity2,56:32.0,56:37.0,56:37.0,56:37.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,4
1645132,2194346,248qm8h48,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-046,1,SimplifiedNumeratorQuantity1,50:43.0,50:49.0,51:17.0,51:17.0,16.0,,16.0,0,1,1,1,Calculate_unit_rate,7
313746,418707,271z34n86wsn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-028,1,SimplifiedNumeratorQuantity1,48:34.0,48:48.0,48:48.0,48:48.0,14.0,14.0,,1,0,0,1,Calculate_unit_rate,5
1869696,2490217,248lip48d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-057,1,SimplifiedNumeratorQuantity2,13:59.0,14:09.0,14:09.0,14:09.0,10.0,10.0,,1,0,0,1,Calculate_unit_rate,8
134488,178622,F713eQN,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-150,1,SimplifiedNumeratorQuantity1,46:25.0,46:30.0,46:53.0,46:53.0,13.0,,13.0,0,1,1,1,Calculate_unit_rate,7
1765192,2351046,248ld2fnl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-136,1,SimplifiedNumeratorQuantity2,05:55.0,05:58.0,05:58.0,05:58.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,12
96809,129072,59v7i97,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-109,1,SimplifiedNumeratorQuantity1,34:11.0,34:17.0,35:33.0,35:33.0,80.0,,80.0,0,3,1,1,Calculate_unit_rate,6
905410,1206490,271vysg05m7y,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-130,1,SimplifiedNumeratorQuantity1,51:27.0,51:29.0,51:29.0,51:29.0,2.0,2.0,,1,0,0,1,Calculate_unit_rate,13
1340560,1786903,171GGmAS,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-067,1,SimplifiedNumeratorQuantity2,16:28.0,16:42.0,16:42.0,16:42.0,14.0,14.0,,1,0,0,1,Calculate_unit_rate,7
27228,36665,Y6120Vs,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-184,1,SimplifiedNumeratorQuantity1,13:09.0,13:29.0,15:24.0,15:24.0,90.0,,90.0,0,1,0,1,Calculate_unit_rate,5
273181,364292,271g7beuc4s1,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-126,1,SimplifiedNumeratorQuantity1,15:11.0,15:17.0,15:31.0,15:31.0,20.0,,20.0,0,1,0,1,Calculate_unit_rate,7
140742,186570,hop791a,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-098,1,SimplifiedNumeratorQuantity1,38:06.0,38:13.0,38:13.0,38:13.0,7.0,7.0,,1,0,0,1,Calculate_unit_rate,5
857162,1141250,271sys131man,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-051,1,SimplifiedNumeratorQuantity2,18:21.0,18:26.0,18:26.0,18:26.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,4
1101248,1467260,250h6tra32v8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-190,1,SimplifiedNumeratorQuantity1,55:52.0,55:55.0,55:55.0,55:55.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,7
457088,609816,27175h0ai21t,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-111,1,SimplifiedNumeratorQuantity2,18:55.0,19:03.0,19:03.0,19:03.0,8.0,8.0,,1,0,0,1,Calculate_unit_rate,6
905564,1206644,271vysg05m7y,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-194,1,SimplifiedNumeratorQuantity1,10:10.0,10:19.0,10:19.0,10:19.0,9.0,9.0,,1,0,0,1,Calculate_unit_rate,31
1540050,2055469,248b2u55n,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-169,1,SimplifiedNumeratorQuantity2,56:36.0,56:42.0,57:03.0,57:03.0,27.0,,27.0,0,1,0,1,Calculate_unit_rate,4
128672,171239,E9dzBix,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-083,1,SimplifiedNumeratorQuantity2,09:19.0,09:40.0,09:40.0,09:40.0,21.0,21.0,,1,0,0,1,Calculate_unit_rate,4
157091,208971,rju8f7v,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-046,1,SimplifiedNumeratorQuantity2,18:55.0,18:59.0,19:19.0,19:19.0,16.0,,16.0,0,1,0,1,Calculate_unit_rate,6
1200120,1597080,Gb6X0,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-167,1,SimplifiedNumeratorQuantity1,05:21.0,05:26.0,05:38.0,05:38.0,15.0,,15.0,0,1,1,1,Calculate_unit_rate,7
348829,465381,271mn25vxzdh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-103,1,SimplifiedNumeratorQuantity1,06:10.0,06:29.0,06:29.0,06:29.0,19.0,19.0,,1,0,0,1,Calculate_unit_rate,7
2202817,2935737,248gk1kfb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-195,1,SimplifiedNumeratorQuantity1,45:42.0,45:45.0,48:07.0,48:07.0,99.0,,99.0,0,2,1,1,Calculate_unit_rate,16
1773403,2361718,248rlcl2o,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-126,1,SimplifiedNumeratorQuantity1,06:43.0,06:46.0,07:16.0,07:16.0,33.0,,33.0,0,2,0,1,Calculate_unit_rate,3
2213091,2949422,248lmchx5,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-020,1,SimplifiedNumeratorQuantity1,00:58.0,01:05.0,01:13.0,01:13.0,15.0,,15.0,0,1,0,1,Calculate_unit_rate,19
1371224,1828956,j2w80,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-057,1,SimplifiedNumeratorQuantity1,50:55.0,50:57.0,50:57.0,50:57.0,2.0,2.0,,1,0,0,1,Calculate_unit_rate,23
175742,233939,7OalbuD,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-072,1,SimplifiedNumeratorQuantity2,21:41.0,21:45.0,22:30.0,22:30.0,13.0,,13.0,0,1,1,1,Calculate_unit_rate,6
2006414,2675500,2482uq7y8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-063,1,SimplifiedNumeratorQuantity1,14:56.0,15:01.0,15:04.0,15:04.0,8.0,,8.0,0,1,0,1,Calculate_unit_rate,5
1094896,1459206,250a246zn48q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-108,1,SimplifiedNumeratorQuantity1,05:50.0,05:57.0,05:57.0,05:57.0,7.0,7.0,,1,0,0,1,Calculate_unit_rate,21
301784,402722,271sjweu45ee,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-105,1,SimplifiedNumeratorQuantity1,10:58.0,11:09.0,11:09.0,11:09.0,11.0,11.0,,1,0,0,1,Calculate_unit_rate,9
1398930,1866879,171v8QnZ,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-041,1,SimplifiedNumeratorQuantity1,07:16.0,07:20.0,07:20.0,07:20.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,5
56225,74400,etcr9s4,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-028,1,SimplifiedNumeratorQuantity2,18:44.0,18:51.0,19:00.0,19:00.0,14.0,,14.0,0,1,0,1,Calculate_unit_rate,8
489831,652954,271ljqc6aesp,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-012,1,SimplifiedNumeratorQuantity2,28:44.0,28:50.0,28:50.0,28:50.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,10
1812801,2413234,248e6z0sm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-154,1,SimplifiedNumeratorQuantity2,33:51.0,33:53.0,33:53.0,33:53.0,2.0,2.0,,1,0,0,1,Calculate_unit_rate,4
1815866,2417439,248fbyx4k,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-076,1,SimplifiedNumeratorQuantity1,03:30.0,03:34.0,03:34.0,03:34.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,7
1509939,2015042,248qhy2yo,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-074,1,SimplifiedNumeratorQuantity1,04:38.0,04:42.0,05:01.0,05:01.0,10.0,,10.0,0,1,0,1,Calculate_unit_rate,3
836892,1113589,271dkzqy6jth,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-130,1,SimplifiedNumeratorQuantity2,30:44.0,30:51.0,30:51.0,30:51.0,7.0,7.0,,1,0,0,1,Calculate_unit_rate,8
406605,542712,2710rfey0hwa,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-172,1,SimplifiedNumeratorQuantity2,55:17.0,55:34.0,55:34.0,55:34.0,17.0,17.0,,1,0,0,1,Calculate_unit_rate,6
1022060,1361953,236a6fzgt,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,41:21.0,41:29.0,41:29.0,41:29.0,8.0,8.0,,1,0,0,1,Calculate_unit_rate,1
1024845,1365094,236algwxl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,2,SimplifiedNumeratorQuantity1,23:13.0,24:33.0,24:33.0,24:33.0,80.0,80.0,,1,0,0,1,Calculate_unit_rate,1
22321,30420,S2M2j2W,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-159,1,SimplifiedNumeratorQuantity1,10:15.0,10:21.0,10:39.0,10:39.0,24.0,,24.0,0,2,0,1,Calculate_unit_rate,7
1861418,2478811,248gydfy6,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-046,1,SimplifiedNumeratorQuantity2,11:19.0,11:34.0,11:34.0,11:34.0,15.0,15.0,,1,0,0,1,Calculate_unit_rate,26
857171,1141259,271sys131man,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-024,1,SimplifiedNumeratorQuantity1,21:00.0,21:05.0,21:35.0,21:35.0,35.0,,35.0,0,1,0,1,Calculate_unit_rate,5
1336553,1781524,171AYrrZ,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-046,1,SimplifiedNumeratorQuantity2,52:37.0,52:39.0,52:46.0,52:46.0,8.0,,8.0,0,0,1,1,Calculate_unit_rate,8
30888,41244,ZBj33oo,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-154,1,SimplifiedNumeratorQuantity2,28:34.0,28:37.0,28:37.0,28:37.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,6
1012090,1348180,2365c1xmz,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,20:20.0,20:26.0,20:50.0,20:50.0,30.0,,30.0,0,1,0,1,Calculate_unit_rate,1
1709231,2277892,248429wl4,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-138,1,SimplifiedNumeratorQuantity2,27:02.0,27:07.0,27:07.0,27:07.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,10
1845153,2457078,2484tgyx0,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-146,1,SimplifiedNumeratorQuantity1,58:25.0,58:30.0,58:30.0,58:30.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,7
208894,279632,udA9670,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-188,1,SimplifiedNumeratorQuantity2,31:30.0,31:39.0,31:39.0,31:39.0,4.5,4.5,,1,0,0,1,Calculate_unit_rate,4
246564,329111,2713vuhx9y05,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-124,1,SimplifiedNumeratorQuantity2,27:23.0,27:27.0,27:34.0,27:34.0,11.0,,11.0,0,1,0,1,Calculate_unit_rate,12
352449,470336,271n5ftoiiwq,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-037,1,SimplifiedNumeratorQuantity2,21:51.0,21:59.0,21:59.0,21:59.0,8.0,8.0,,1,0,0,1,Calculate_unit_rate,6
1056933,1407837,250jinydnhom,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-081,1,SimplifiedNumeratorQuantity2,10:24.0,10:28.0,10:43.0,10:43.0,16.0,,16.0,0,1,1,1,Calculate_unit_rate,10
1164095,1549813,171ZXK0y,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-116,1,SimplifiedNumeratorQuantity1,54:06.0,54:12.0,54:12.0,54:12.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,23
1074497,1432380,250176x6nlc8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,55:04.0,55:13.0,55:43.0,55:43.0,39.0,,39.0,0,2,0,1,Calculate_unit_rate,2
1821179,2424336,248r31a7r,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,05:00.0,05:06.0,06:02.0,06:02.0,14.0,,14.0,0,1,0,1,Calculate_unit_rate,2
1320117,1759697,171HkjkC,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-194,1,SimplifiedNumeratorQuantity1,50:45.0,50:57.0,50:57.0,50:57.0,12.0,12.0,,1,0,0,1,Calculate_unit_rate,7
491815,655324,271ljqc6aesp,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-140,1,SimplifiedNumeratorQuantity2,54:44.0,54:48.0,54:48.0,54:48.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,14
1237736,1648436,1713mi9j,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-139,1,SimplifiedNumeratorQuantity1,23:56.0,23:59.0,24:21.0,24:21.0,15.0,,15.0,0,4,1,1,Calculate_unit_rate,5
101184,134557,7BJfpoV,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-079,1,SimplifiedNumeratorQuantity1,00:20.0,00:21.0,00:21.0,00:21.0,1.0,1.0,,1,0,0,1,Calculate_unit_rate,3
71875,95184,lU0S6m4,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-167,1,SimplifiedNumeratorQuantity2,45:39.0,45:42.0,45:42.0,45:42.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,6
1348961,1798489,171IVNGa,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-200,1,SimplifiedNumeratorQuantity1,35:43.0,35:46.0,35:46.0,35:46.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,17
1092020,1455200,2509behtneyt,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,37:59.0,38:26.0,38:26.0,38:26.0,27.0,27.0,,1,0,0,1,Calculate_unit_rate,2
111363,147966,7LZr10z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-003,1,SimplifiedNumeratorQuantity1,56:21.0,56:26.0,56:26.0,56:26.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,3
71842,95151,lU0S6m4,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,38:05.0,38:11.0,38:58.0,38:58.0,38.0,,38.0,0,3,1,1,Calculate_unit_rate,2
1389309,1853335,9605y,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-043,2,SimplifiedNumeratorQuantity1,55:57.0,56:10.0,56:10.0,56:10.0,13.0,13.0,,1,0,0,1,Calculate_unit_rate,5
1200084,1597044,Gb6X0,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-179,1,SimplifiedNumeratorQuantity1,01:16.0,01:20.0,02:10.0,02:10.0,33.0,,33.0,0,4,2,1,Calculate_unit_rate,3
1269041,1690399,TPZxr,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-032,1,SimplifiedNumeratorQuantity1,35:59.0,36:02.0,36:19.0,36:19.0,20.0,,20.0,0,2,0,1,Calculate_unit_rate,3
491851,655360,271ljqc6aesp,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-004,1,SimplifiedNumeratorQuantity2,58:36.0,58:45.0,59:04.0,59:04.0,25.0,,25.0,0,3,1,1,Calculate_unit_rate,18
1968673,2623655,2481xfa14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-092,1,SimplifiedNumeratorQuantity1,44:41.0,44:45.0,45:37.0,45:37.0,21.0,,21.0,0,3,1,1,Calculate_unit_rate,3
180715,240345,a8YLu01,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-164,1,SimplifiedNumeratorQuantity1,41:40.0,42:09.0,42:09.0,42:09.0,29.0,29.0,,1,0,0,1,Calculate_unit_rate,9
469749,626977,271sxlbnhuj8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-195,1,SimplifiedNumeratorQuantity2,36:43.0,36:47.0,36:47.0,36:47.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,10
1026305,1366761,236fq524v,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,50:31.0,50:33.0,50:33.0,50:33.0,2.0,2.0,,1,0,0,1,Calculate_unit_rate,1
1641523,2189873,248f1q8y5,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-041,1,SimplifiedNumeratorQuantity2,06:45.0,06:52.0,07:08.0,07:08.0,14.0,,14.0,0,1,1,1,Calculate_unit_rate,14
771140,1027340,271aszlyphlx,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-027,1,SimplifiedNumeratorQuantity2,22:41.0,22:45.0,23:13.0,23:13.0,20.0,,20.0,0,1,0,1,Calculate_unit_rate,3
85470,113932,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-074,1,SimplifiedNumeratorQuantity1,28:54.0,28:58.0,29:44.0,29:44.0,15.0,,15.0,0,1,0,1,Calculate_unit_rate,3
2197067,2928097,248c8w56g,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-174,1,SimplifiedNumeratorQuantity2,38:53.0,38:59.0,39:08.0,39:08.0,15.0,,15.0,0,1,0,1,Calculate_unit_rate,14
78707,104753,Vd9xmeb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-129,1,SimplifiedNumeratorQuantity1,13:01.0,13:05.0,13:05.0,13:05.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,8
2131582,2842524,171b9fzm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-076,1,SimplifiedNumeratorQuantity2,03:16.0,03:19.0,03:19.0,03:19.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,12
773840,1030837,271ez2opaz2v,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,33:25.0,33:32.0,35:07.0,35:07.0,87.0,,87.0,0,6,1,1,Calculate_unit_rate,2
61163,81227,H9R2j01,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-162,1,SimplifiedNumeratorQuantity2,20:50.0,21:03.0,21:03.0,21:03.0,13.0,13.0,,1,0,0,1,Calculate_unit_rate,12
469731,626959,271sxlbnhuj8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-017,1,SimplifiedNumeratorQuantity2,32:20.0,32:26.0,32:38.0,32:38.0,18.0,,18.0,0,1,0,1,Calculate_unit_rate,8
2199338,2931059,248dn9bur,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-005,1,SimplifiedNumeratorQuantity2,58:40.0,58:44.0,58:44.0,58:44.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,4
1148000,1528037,171SpYVZ,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,58:08.0,58:11.0,58:11.0,58:11.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,1
448227,598071,271yp0sidssm,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-048,1,SimplifiedNumeratorQuantity2,01:21.0,01:26.0,01:26.0,01:26.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,4
327778,437777,271b8agg2lm3,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-145,1,SimplifiedNumeratorQuantity1,18:25.0,18:27.0,18:27.0,18:27.0,2.0,2.0,,1,0,0,1,Calculate_unit_rate,13
356754,476290,271o6s7fc625,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,2,SimplifiedNumeratorQuantity2,48:24.0,48:27.0,49:37.0,49:37.0,52.0,,52.0,0,1,0,1,Calculate_unit_rate,2
1709274,2277935,248429wl4,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-162,2,SimplifiedNumeratorQuantity1,18:56.0,19:00.0,19:00.0,19:00.0,4.0,4.0,,1,0,0,1,Calculate_unit_rate,15
1840824,2451174,2484hmh1g,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-037,1,SimplifiedNumeratorQuantity2,48:58.0,49:04.0,49:04.0,49:04.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,12
166556,221138,4gcLyqe,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-132,1,SimplifiedNumeratorQuantity1,20:43.0,20:45.0,20:45.0,20:45.0,2.0,2.0,,1,0,0,1,Calculate_unit_rate,9
1413986,1887344,171cjhjb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-019,1,SimplifiedNumeratorQuantity2,52:45.0,52:49.0,52:58.0,52:58.0,9.0,,9.0,0,1,0,1,Calculate_unit_rate,13
1009257,1344403,23608b11r,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-178,1,SimplifiedNumeratorQuantity2,33:24.0,33:29.0,41:41.0,41:41.0,467.0,,467.0,0,2,0,1,Calculate_unit_rate,3
1528908,2040862,2485eas7t,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-164,1,SimplifiedNumeratorQuantity2,41:56.0,42:21.0,42:21.0,42:21.0,25.0,25.0,,1,0,0,1,Calculate_unit_rate,4
1078373,1437273,2505kudhl81c,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-158,1,SimplifiedNumeratorQuantity2,35:48.0,35:54.0,35:54.0,35:54.0,6.0,6.0,,1,0,0,1,Calculate_unit_rate,6
597523,796910,271kfquu32qa,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-015,1,SimplifiedNumeratorQuantity1,44:05.0,44:08.0,44:08.0,44:08.0,3.0,3.0,,1,0,0,1,Calculate_unit_rate,3
1099053,1464469,250gwdn44nnw,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,03:05.0,03:22.0,04:03.0,04:03.0,58.0,,58.0,0,1,0,1,Calculate_unit_rate,2
356881,476417,271o6s7fc625,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-158,1,SimplifiedNumeratorQuantity1,32:15.0,32:28.0,32:28.0,32:28.0,13.0,13.0,,1,0,0,1,Calculate_unit_rate,17
1016342,1353707,2367t4llc,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-008,1,SimplifiedNumeratorQuantity2,47:42.0,47:49.0,48:01.0,48:01.0,16.0,,16.0,0,1,1,1,Calculate_unit_rate,10
1782952,2373918,248zn81i5,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,37:58.0,38:01.0,38:52.0,38:52.0,53.0,,53.0,0,5,1,1,Calculate_unit_rate,2
260046,346566,2718jrcwcczt,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-004,1,SimplifiedNumeratorQuantity1,01:22.0,01:24.0,01:24.0,01:24.0,2.0,2.0,,1,0,0,1,Calculate_unit_rate,11
2168280,2890469,171wFDcq,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-027,1,SimplifiedNumeratorQuantity2,42:23.0,42:31.0,42:31.0,42:31.0,8.0,8.0,,1,0,0,1,Calculate_unit_rate,8
346967,462730,271lckp0ywo4,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-164,1,SimplifiedNumeratorQuantity1,46:07.0,49:55.0,50:00.0,50:00.0,232.0,,232.0,0,0,1,1,Calculate_unit_rate,11
1249106,1663730,171E3Ky1,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-200,1,SimplifiedNumeratorQuantity2,06:39.0,06:41.0,06:41.0,06:41.0,2.0,2.0,,1,0,0,1,Calculate_unit_rate,6
564465,753393,271cs8w6e2pr,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-188,1,SimplifiedNumeratorQuantity2,03:33.0,03:38.0,03:38.0,03:38.0,5.0,5.0,,1,0,0,1,Calculate_unit_rate,6
2168246,2890435,171wFDcq,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-074,1,SimplifiedNumeratorQuantity2,38:26.0,38:28.0,38:43.0,38:43.0,17.0,,17.0,0,1,0,1,Calculate_unit_rate,4
264433,352702,2718zd506kaa,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-023,1,SimplifiedNumeratorQuantity1,16:39.0,16:47.0,16:47.0,16:47.0,8.0,8.0,,1,0,0,1,Calculate_unit_rate,5
487551,650196,271l1nh6mwb8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-058,1,SimplifiedNumeratorQuantity2,13:14.0,13:27.0,13:27.0,13:27.0,13.0,13.0,,1,0,0,1,Calculate_unit_rate,10
1176548,1566320,XqcnV,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-175,1,SimplifiedNumeratorQuantity1,38:06.0,38:07.0,38:17.0,38:17.0,11.0,,11.0,0,2,0,1,Calculate_unit_rate,7
