,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
190357,253494,HsN9sHn,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-118,1,RationalNumberline1,23:58.0,24:22.0,24:37.0,24:37.0,33,,33,0,4,1,1,Plot_non-terminating_improper_fraction,4
190358,253495,HsN9sHn,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-272,1,RationalNumberline1,24:46.0,24:56.0,24:59.0,24:59.0,13,,13,0,2,0,1,Plot_terminating_proper_fraction,5
190362,253499,HsN9sHn,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-248,1,RationalNumberline1,25:39.0,25:50.0,26:05.0,26:05.0,20,,20,0,3,1,1,Plot_terminating_proper_fraction,6
191792,255522,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,26:24.0,26:30.0,26:30.0,26:30.0,6,6,,1,0,0,1,Calculate_unit_rate,1
191803,255533,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,27:18.0,27:27.0,28:04.0,28:04.0,32,,32,0,3,1,1,Calculate_unit_rate,2
191817,255547,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-102,1,SimplifiedNumeratorQuantity1,28:48.0,28:54.0,31:31.0,31:31.0,42,,42,0,7,1,1,Calculate_unit_rate,3
191819,255549,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-102,1,SimplifiedNumeratorQuantity2,31:36.0,31:44.0,31:51.0,31:51.0,15,,15,0,2,0,1,Calculate_unit_rate,4
191831,255561,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-103,1,SimplifiedNumeratorQuantity1,32:27.0,32:30.0,33:13.0,33:13.0,36,,36,0,4,2,1,Calculate_unit_rate,5
191837,255567,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-103,1,SimplifiedNumeratorQuantity2,33:35.0,33:42.0,33:42.0,33:42.0,7,7,,1,0,0,1,Calculate_unit_rate,6
191846,255576,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-118,1,SimplifiedNumeratorQuantity1,34:25.0,34:27.0,34:27.0,34:27.0,2,2,,1,0,0,1,Calculate_unit_rate,7
191857,255587,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-118,1,SimplifiedNumeratorQuantity2,35:00.0,35:06.0,35:33.0,35:33.0,20,,20,0,1,1,1,Calculate_unit_rate,8
191871,255601,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-138,1,SimplifiedNumeratorQuantity2,37:00.0,37:06.0,37:06.0,37:06.0,6,6,,1,0,0,1,Calculate_unit_rate,9
191875,255605,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-138,1,SimplifiedNumeratorQuantity1,36:24.0,36:34.0,37:26.0,37:26.0,27,,27,0,2,1,1,Calculate_unit_rate,10
191884,255614,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-178,1,SimplifiedNumeratorQuantity1,38:04.0,38:06.0,38:57.0,38:57.0,37,,37,0,1,0,1,Calculate_unit_rate,11
191892,255622,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-178,1,SimplifiedNumeratorQuantity2,39:19.0,39:27.0,39:52.0,39:52.0,24,,24,0,1,0,1,Calculate_unit_rate,12
191901,255631,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-095,1,SimplifiedNumeratorQuantity1,40:37.0,40:49.0,40:49.0,40:49.0,12,12,,1,0,0,1,Calculate_unit_rate,13
191907,255637,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-095,1,SimplifiedNumeratorQuantity2,41:08.0,41:21.0,41:21.0,41:21.0,13,13,,1,0,0,1,Calculate_unit_rate,14
191922,255652,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,43:39.0,43:54.0,44:05.0,44:05.0,26,,26,0,1,0,1,Calculate_part_in_proportion_with_fractions,1
191935,255665,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-110,1,EquationAnswer,47:09.0,47:25.0,48:21.0,48:21.0,27,,27,0,2,0,1,Calculate_part_in_proportion_with_fractions,2
191948,255678,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-140,1,EquationAnswer,50:02.0,50:08.0,50:20.0,50:20.0,18,,18,0,1,0,1,Calculate_total_in_proportion_with_fractions,1
191961,255691,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-128,1,EquationAnswer,51:58.0,52:17.0,52:17.0,52:17.0,19,19,,1,0,0,1,Calculate_part_in_proportion_with_fractions,3
191974,255704,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-154,1,EquationAnswer,54:15.0,54:21.0,54:21.0,54:21.0,6,6,,1,0,0,1,Calculate_total_in_proportion_with_fractions,2
191986,255716,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-041,1,EquationAnswer,55:33.0,55:36.0,56:03.0,56:03.0,14,,14,0,1,0,1,Calculate_total_in_proportion_with_fractions,3
191998,255728,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-063,1,EquationAnswer,56:57.0,57:02.0,57:02.0,57:02.0,5,5,,1,0,0,1,Calculate_part_in_proportion_with_fractions,4
192011,255741,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-106,1,EquationAnswer,58:21.0,58:24.0,58:24.0,58:24.0,3,3,,1,0,0,1,Calculate_total_in_proportion_with_fractions,4
192023,255753,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-109,1,EquationAnswer,59:30.0,59:42.0,59:54.0,59:54.0,24,,24,0,1,0,1,Calculate_total_in_proportion_with_fractions,5
192035,255765,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-048,1,EquationAnswer,00:35.0,00:40.0,00:40.0,00:40.0,5,5,,1,0,0,1,Calculate_part_in_proportion_with_fractions,5
192047,255777,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-139,1,EquationAnswer,01:28.0,01:38.0,02:03.0,02:03.0,35,,35,0,1,0,1,Calculate_total_in_proportion_with_fractions,6
192060,255790,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-189,1,EquationAnswer,03:02.0,03:15.0,03:43.0,03:43.0,41,,41,0,3,1,1,Calculate_total_in_proportion_with_fractions,7
192073,255803,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-058,1,EquationAnswer,05:48.0,06:05.0,06:05.0,06:05.0,17,17,,1,0,0,1,Calculate_total_in_proportion_with_fractions,8
192085,255815,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-094,1,EquationAnswer,07:40.0,07:43.0,07:43.0,07:43.0,3,3,,1,0,0,1,Calculate_part_in_proportion_with_fractions,6
192098,255828,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-077,1,EquationAnswer,09:47.0,09:52.0,09:52.0,09:52.0,5,5,,1,0,0,1,Calculate_part_in_proportion_with_fractions,7
192111,255841,HsN9sHn,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-160,1,EquationAnswer,11:30.0,11:39.0,11:39.0,11:39.0,9,9,,1,0,0,1,Calculate_total_in_proportion_with_fractions,9
195213,261191,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-118,1,RationalNumberline1,45:00.0,46:01.0,47:01.0,47:01.0,121,,121,0,4,0,1,Plot_non-terminating_improper_fraction,1
195214,261192,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-184,1,RationalNumberline1,47:14.0,47:49.0,48:06.0,48:06.0,52,,52,0,2,0,1,Plot_imperfect_radical,1
195221,261199,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-265,1,RationalNumberline1,54:52.0,55:44.0,55:49.0,55:49.0,57,,57,0,2,0,1,Plot_terminating_proper_fraction,1
195223,261201,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-166,1,RationalNumberline1,56:01.0,56:13.0,56:27.0,56:27.0,21,,21,0,4,1,1,Plot_terminating_proper_fraction,2
195224,261202,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-148,1,RationalNumberline1,56:35.0,56:54.0,56:54.0,56:54.0,19,19,,1,0,0,1,Plot_terminating_proper_fraction,3
195236,261214,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-298,1,RationalNumberline1,05:12.0,05:46.0,05:46.0,05:46.0,34,34,,1,0,0,1,Plot_whole_number,1
195245,261223,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-106,1,RationalNumberline1,16:00.0,16:10.0,16:10.0,16:10.0,10,10,,1,0,0,1,Plot_whole_number,2
195249,261227,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-283,1,RationalNumberline1,18:06.0,19:20.0,19:20.0,19:20.0,74,74,,1,0,0,1,Plot_non-terminating_improper_fraction,2
195256,261234,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-279,1,RationalNumberline1,38:47.0,39:57.0,40:12.0,40:12.0,79,,79,0,4,1,1,Plot_imperfect_radical,2
195257,261235,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-254,1,RationalNumberline1,40:19.0,43:43.0,43:43.0,43:43.0,204,204,,1,0,0,1,Plot_pi,1
195258,261236,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-200,2,RationalNumberline1,43:54.0,44:05.0,,44:05.0,11,,11,0,1,0,0,Plot_imperfect_radical,3
195260,261238,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-200,1,RationalNumberline1,30:47.0,31:42.0,32:19.0,32:19.0,84,,84,0,5,2,1,Plot_imperfect_radical,4
195261,261239,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-154,1,RationalNumberline1,32:23.0,32:42.0,32:50.0,32:50.0,27,,27,0,1,0,1,Plot_decimal_thousandths,1
195267,261245,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-272,1,RationalNumberline1,38:00.0,39:14.0,40:03.0,40:03.0,123,,123,0,12,4,1,Plot_terminating_proper_fraction,4
195269,261247,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-062,1,RationalNumberline1,40:08.0,40:18.0,47:13.0,47:13.0,419.996,,419.996,0,35,11,1,Plot_terminating_proper_fraction,5
195271,261249,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-220,1,RationalNumberline1,48:49.0,49:07.0,49:07.0,49:07.0,18,18,,1,0,0,1,Plot_imperfect_radical,5
195275,261253,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-249,1,RationalNumberline1,52:24.0,52:51.0,52:51.0,52:51.0,27,27,,1,0,0,1,Plot_non-terminating_improper_fraction,3
195279,261257,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-134,1,RationalNumberline1,57:43.0,58:32.0,00:35.0,00:35.0,172,,172,0,5,1,1,Plot_terminating_proper_fraction,6
196697,262875,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,30:14.0,30:20.0,30:20.0,30:20.0,6,6,,1,0,0,1,Calculate_unit_rate,1
196705,262883,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,30:39.0,30:44.0,31:14.0,31:14.0,35,,35,0,2,0,1,Calculate_unit_rate,2
196714,262892,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-009,1,SimplifiedNumeratorQuantity1,32:10.0,32:24.0,32:24.0,32:24.0,14,14,,1,0,0,1,Calculate_unit_rate,3
196722,262900,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-009,1,SimplifiedNumeratorQuantity2,32:59.0,33:13.0,33:13.0,33:13.0,14,14,,1,0,0,1,Calculate_unit_rate,4
196731,262909,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-061,1,SimplifiedNumeratorQuantity1,36:23.0,36:31.0,36:31.0,36:31.0,8,8,,1,0,0,1,Calculate_unit_rate,5
196739,262917,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-061,1,SimplifiedNumeratorQuantity2,36:46.0,36:52.0,36:52.0,36:52.0,6,6,,1,0,0,1,Calculate_unit_rate,6
196753,262931,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,39:37.0,39:44.0,39:44.0,39:44.0,7,7,,1,0,0,1,Calculate_part_in_proportion_with_fractions,1
196766,262944,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-175,1,EquationAnswer,46:02.0,46:17.0,47:11.0,47:11.0,28,,28,0,1,0,1,Calculate_total_in_proportion_with_fractions,1
196778,262956,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-106,1,EquationAnswer,51:09.0,51:15.0,51:15.0,51:15.0,6,6,,1,0,0,1,Calculate_total_in_proportion_with_fractions,2
196790,262968,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-168,1,EquationAnswer,53:29.0,53:36.0,53:36.0,53:36.0,7,7,,1,0,0,1,Calculate_part_in_proportion_with_fractions,2
196802,262980,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-149,1,EquationAnswer,55:58.0,56:03.0,56:03.0,56:03.0,5,5,,1,0,0,1,Calculate_part_in_proportion_with_fractions,3
196814,262992,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-023,1,EquationAnswer,59:47.0,59:52.0,59:52.0,59:52.0,5,5,,1,0,0,1,Calculate_total_in_proportion_with_fractions,3
196826,263004,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-181,1,EquationAnswer,02:03.0,02:16.0,02:16.0,02:16.0,13,13,,1,0,0,1,Calculate_part_in_proportion_with_fractions,4
196838,263016,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-008,1,EquationAnswer,04:15.0,04:19.0,04:19.0,04:19.0,4,4,,1,0,0,1,Calculate_total_in_proportion_with_fractions,4
196850,263028,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-172,1,EquationAnswer,06:27.0,06:32.0,06:32.0,06:32.0,5,5,,1,0,0,1,Calculate_part_in_proportion_with_fractions,5
196862,263040,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-028,1,EquationAnswer,12:50.0,12:55.0,12:55.0,12:55.0,5,5,,1,0,0,1,Calculate_total_in_proportion_with_fractions,5
196874,263052,nag5fy8,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-011,1,EquationAnswer,14:51.0,15:00.0,15:00.0,15:00.0,9,9,,1,0,0,1,Calculate_part_in_proportion_with_fractions,6
198265,265055,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-007,1,RationalNumberline1,50:49.0,51:09.0,51:09.0,51:09.0,20,20,,1,0,0,1,Plot_non-terminating_improper_fraction,4
198266,265056,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-002,1,RationalNumberline1,51:13.0,51:22.0,51:22.0,51:22.0,9,9,,1,0,0,1,Plot_whole_number,3
198269,265059,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-174,1,RationalNumberline1,52:11.0,52:32.0,52:32.0,52:32.0,21,21,,1,0,0,1,Plot_terminating_proper_fraction,7
198270,265060,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-137,1,RationalNumberline1,16:38.0,17:15.0,17:15.0,17:15.0,37,37,,1,0,0,1,Plot_imperfect_radical,6
199516,266894,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-153,1,RationalNumberline1,38:44.0,38:49.0,38:49.0,38:49.0,5,5,,1,0,0,1,Plot_terminating_proper_fraction,1
199526,266904,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-200,1,RationalNumberline1,42:38.0,42:51.0,43:09.0,43:09.0,28,,28,0,0,1,1,Plot_imperfect_radical,1
199528,266906,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-007,1,RationalNumberline1,43:15.0,43:27.0,43:43.0,43:43.0,20,,20,0,2,1,1,Plot_non-terminating_improper_fraction,1
199533,266911,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-299,1,RationalNumberline1,44:54.0,45:10.0,45:21.0,45:21.0,27,,27,0,3,1,1,Plot_whole_number,1
199534,266912,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-247,1,RationalNumberline1,45:25.0,45:32.0,45:32.0,45:32.0,7,7,,1,0,0,1,Plot_whole_number,2
199541,266919,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-283,1,RationalNumberline1,47:49.0,48:03.0,48:06.0,48:06.0,17,,17,0,2,0,1,Plot_non-terminating_improper_fraction,2
199545,266923,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-256,1,RationalNumberline1,48:46.0,48:54.0,49:06.0,49:06.0,19,,19,0,5,1,1,Plot_imperfect_radical,2
199549,266927,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-242,1,RationalNumberline1,49:26.0,49:32.0,49:57.0,49:57.0,26,,26,0,7,2,1,Plot_pi,1
199550,266928,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-196,1,RationalNumberline1,50:00.0,50:13.0,50:18.0,50:18.0,18,,18,0,5,1,1,Plot_decimal_thousandths,1
199553,266931,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-174,1,RationalNumberline1,50:41.0,50:50.0,51:05.0,51:05.0,17,,17,0,5,1,1,Plot_terminating_proper_fraction,2
199555,266933,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-043,1,RationalNumberline1,51:08.0,51:17.0,51:29.0,51:29.0,15,,15,0,5,1,1,Plot_terminating_proper_fraction,3
199556,266934,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-186,1,RationalNumberline1,51:33.0,51:41.0,51:41.0,51:41.0,8,8,,1,0,0,1,Plot_terminating_proper_fraction,4
199566,266944,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-041,1,RationalNumberline1,53:24.0,53:32.0,53:51.0,53:51.0,26,,26,0,5,2,1,Plot_imperfect_radical,3
199581,266959,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-293,1,RationalNumberline1,59:48.0,00:12.0,00:13.0,00:13.0,25,,25,0,1,0,1,Plot_non-terminating_improper_fraction,3
199582,266960,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-132,1,RationalNumberline1,00:16.0,00:28.0,00:28.0,00:28.0,12,12,,1,0,0,1,Plot_decimal_thousandths,2
201072,268909,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,04:08.0,04:11.0,04:11.0,04:11.0,3,3,,1,0,0,1,Calculate_unit_rate,1
201079,268916,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,04:40.0,04:46.0,05:05.0,05:05.0,25,,25,0,2,0,1,Calculate_unit_rate,2
201087,268924,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-167,1,SimplifiedNumeratorQuantity1,05:58.0,06:05.0,06:11.0,06:11.0,13,,13,0,1,0,1,Calculate_unit_rate,3
201095,268932,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-167,1,SimplifiedNumeratorQuantity2,06:43.0,06:51.0,06:51.0,06:51.0,8,8,,1,0,0,1,Calculate_unit_rate,4
201104,268941,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-184,1,SimplifiedNumeratorQuantity1,07:29.0,07:34.0,07:44.0,07:44.0,15,,15,0,1,0,1,Calculate_unit_rate,5
201113,268950,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-184,1,SimplifiedNumeratorQuantity2,08:39.0,08:46.0,08:46.0,08:46.0,7,7,,1,0,0,1,Calculate_unit_rate,6
201122,268959,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-106,1,SimplifiedNumeratorQuantity1,09:33.0,09:38.0,09:38.0,09:38.0,5,5,,1,0,0,1,Calculate_unit_rate,7
201131,268968,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-106,1,SimplifiedNumeratorQuantity2,10:30.0,10:36.0,10:36.0,10:36.0,6,6,,1,0,0,1,Calculate_unit_rate,8
201144,268981,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,13:05.0,13:10.0,13:10.0,13:10.0,5,5,,1,0,0,1,Calculate_part_in_proportion_with_fractions,1
201157,268994,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-068,1,EquationAnswer,21:54.0,21:56.0,22:03.0,22:03.0,9,,9,0,1,0,1,Calculate_total_in_proportion_with_fractions,1
201170,269007,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-090,1,EquationAnswer,24:54.0,25:02.0,25:02.0,25:02.0,8,8,,1,0,0,1,Calculate_total_in_proportion_with_fractions,2
201183,269020,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-182,1,EquationAnswer,28:18.0,28:30.0,28:30.0,28:30.0,12,12,,1,0,0,1,Calculate_part_in_proportion_with_fractions,2
201196,269033,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-129,1,EquationAnswer,30:31.0,30:43.0,30:43.0,30:43.0,12,12,,1,0,0,1,Calculate_part_in_proportion_with_fractions,3
201209,269046,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-199,1,EquationAnswer,32:17.0,32:27.0,32:50.0,32:50.0,26,,26,0,3,1,1,Calculate_total_in_proportion_with_fractions,3
201222,269059,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-101,1,EquationAnswer,34:41.0,34:55.0,35:14.0,35:14.0,24,,24,0,1,1,1,Calculate_part_in_proportion_with_fractions,4
201235,269072,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-050,1,EquationAnswer,36:48.0,36:53.0,36:53.0,36:53.0,5,5,,1,0,0,1,Calculate_total_in_proportion_with_fractions,4
201247,269084,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-112,1,EquationAnswer,47:49.0,47:55.0,47:55.0,47:55.0,6,6,,1,0,0,1,Calculate_part_in_proportion_with_fractions,5
201260,269097,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-044,1,EquationAnswer,49:39.0,49:46.0,49:46.0,49:46.0,7,7,,1,0,0,1,Calculate_part_in_proportion_with_fractions,6
201272,269109,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-194,1,EquationAnswer,50:56.0,51:03.0,51:03.0,51:03.0,7,7,,1,0,0,1,Calculate_total_in_proportion_with_fractions,5
201285,269122,OTyrFDF,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-015,1,EquationAnswer,52:08.0,52:17.0,52:24.0,52:24.0,16,,16,0,1,0,1,Calculate_part_in_proportion_with_fractions,7
